LSOA11_CD,trips_per_day
S01007151,15.00
S01007152,9.00
S01007153,6.00
S01007154,42.00
S01007165,1.00
S01007166,3.00
S01007167,3.00
S01007169,4.00
S01007170,48.00
S01007171,94.00
S01007172,10.00
S01007174,12.00
S01007175,1.00
S01007176,8.00
S01007177,2.00
S01007178,11.00
S01007179,17.00
S01007180,9.00
S01007181,54.00
S01007182,10.00
S01007183,10.00
S01007184,70.00
S01007185,6.00
S01007192,6.00
S01007195,3.00
S01007200,6.00
S01007201,2.00
S01007202,2.00
S01007206,23.00
S01007207,85.00
S01007208,30.00
S01007209,130.00
S01007211,8.00
S01007215,85.00
S01007216,72.00
S01007217,12.00
S01007218,59.00
S01007219,49.00
S01007220,14.00
S01007221,38.00
S01007222,64.00
S01007223,3.00
S01007224,58.00
S01007225,60.00
S01007226,35.00
S01007227,41.00
S01007228,16.00
S01007229,31.00
S01007230,11.00
S01007231,13.00
S01007232,3.00
S01007233,7.00
S01007234,4.00
S01007235,6.00
S01007236,5.00
S01007237,14.00
S01007239,4.00
S01007240,70.00
S01007241,20.00
S01007242,3.00
S01007243,4.00
S01007244,128.00
S01007245,20.00
S01007246,20.00
S01007247,169.00
S01007248,21.00
S01007249,134.00
S01007250,62.00
S01007251,19.00
S01007252,98.00
S01007253,72.00
S01007254,226.00
S01007255,62.00
S01007256,369.00
S01007257,19.00
S01007258,74.00
S01007259,233.00
S01007260,180.00
S01007262,72.00
S01007263,36.00
S01007264,369.00
S01007265,135.00
S01007266,24.00
S01007267,62.00
S01007268,147.00
S01007269,42.00
S01007270,40.00
S01007271,115.00
S01007272,48.00
S01007273,5.00
S01007274,51.00
S01007275,8.00
S01007276,12.00
S01007277,16.00
S01007278,11.00
S01007279,26.00
S01007280,37.00
S01007281,71.00
S01007282,8.00
S01007283,21.00
S01007284,26.00
S01007285,68.00
S01007286,16.00
S01007287,75.00
S01007288,60.00
S01007289,90.00
S01007290,614.00
S01007291,1463.00
S01007292,274.00
S01007293,495.00
S01007294,38.00
S01007295,293.00
S01007296,690.00
S01007297,742.00
S01007298,103.00
S01007299,568.00
S01007300,440.00
S01007301,692.00
S01007302,307.00
S01007303,527.00
S01007304,125.00
S01007305,226.00
S01007306,99.00
S01007307,344.00
S01007308,130.00
S01007309,160.00
S01007310,111.00
S01007311,116.00
S01007312,160.00
S01007313,82.00
S01007314,96.00
S01007315,385.00
S01007316,183.00
S01007317,112.00
S01007318,40.00
S01007319,365.00
S01007320,323.00
S01007321,290.00
S01007322,57.00
S01007323,68.00
S01007324,110.00
S01007325,244.00
S01007326,215.00
S01007327,61.00
S01007328,52.00
S01007329,183.00
S01007330,108.00
S01007331,139.00
S01007332,148.00
S01007333,103.00
S01007334,194.00
S01007335,84.00
S01007336,273.00
S01007337,177.00
S01007338,354.00
S01007339,50.00
S01007340,919.00
S01007341,647.00
S01007342,549.00
S01007343,1128.00
S01007344,580.00
S01007345,170.00
S01007346,222.00
S01007347,343.00
S01007348,428.00
S01007349,2.00
S01007350,439.00
S01007351,281.00
S01007352,108.00
S01007353,572.00
S01007354,893.00
S01007355,843.00
S01007356,598.00
S01007357,231.00
S01007358,200.00
S01007359,1306.00
S01007360,366.00
S01007361,935.00
S01007362,237.00
S01007363,126.00
S01007364,25.00
S01007365,632.00
S01007366,139.00
S01007367,461.00
S01007368,52.00
S01007369,65.00
S01007370,1141.00
S01007371,96.00
S01007372,739.00
S01007373,130.00
S01007374,141.00
S01007375,219.00
S01007376,141.00
S01007377,309.00
S01007378,466.00
S01007379,211.00
S01007380,278.00
S01007381,368.00
S01007382,112.00
S01007383,184.00
S01007384,112.00
S01007385,146.00
S01007387,49.00
S01007389,102.00
S01007390,234.00
S01007392,47.00
S01007393,168.00
S01007394,430.00
S01007395,623.00
S01007396,645.00
S01007397,33.00
S01007398,185.00
S01007399,362.00
S01007400,622.00
S01007401,68.00
S01007402,220.00
S01007404,640.00
S01007405,1398.00
S01007406,576.00
S01007407,76.00
S01007408,144.00
S01007409,18.00
S01007410,9.00
S01007411,18.00
S01007413,4.00
S01007418,9.00
S01007420,18.00
S01007432,28.00
S01007434,4.00
S01007435,28.00
S01007436,4.00
S01007437,8.00
S01007438,6.00
S01007439,12.00
S01007441,8.00
S01007442,8.00
S01007448,180.00
S01007450,80.00
S01007451,40.00
S01007452,4.00
S01007453,4.00
S01007454,4.00
S01007455,4.00
S01007456,4.00
S01007457,8.00
S01007460,29.00
S01007462,40.00
S01007463,80.00
S01007464,23.00
S01007465,27.00
S01007466,89.00
S01007467,23.00
S01007470,25.00
S01007477,11.00
S01007478,13.00
S01007479,27.00
S01007481,99.00
S01007482,56.00
S01007483,53.00
S01007484,22.00
S01007485,13.00
S01007486,26.00
S01007487,126.00
S01007488,325.00
S01007489,222.00
S01007490,174.00
S01007491,39.00
S01007492,123.00
S01007493,39.00
S01007494,45.00
S01007495,135.00
S01007496,219.00
S01007497,87.00
S01007498,473.00
S01007499,152.00
S01007500,134.00
S01007501,129.00
S01007502,36.00
S01007503,176.00
S01007504,163.00
S01007505,219.00
S01007506,280.00
S01007507,65.00
S01007508,247.00
S01007509,234.00
S01007510,163.00
S01007511,164.00
S01007512,212.00
S01007513,26.00
S01007514,170.00
S01007515,23.00
S01007516,85.00
S01007517,40.00
S01007518,84.00
S01007519,154.00
S01007520,173.00
S01007521,161.00
S01007522,70.00
S01007523,134.00
S01007524,115.00
S01007525,26.00
S01007526,8.00
S01007527,4.00
S01007528,122.00
S01007529,70.00
S01007530,124.00
S01007531,63.00
S01007532,29.00
S01007533,263.00
S01007534,70.00
S01007535,290.00
S01007536,352.00
S01007537,344.00
S01007538,306.00
S01007539,74.00
S01007540,200.00
S01007541,77.00
S01007542,71.00
S01007543,151.00
S01007544,17.00
S01007545,342.00
S01007546,149.00
S01007547,100.00
S01007548,134.00
S01007549,193.00
S01007550,211.00
S01007551,339.00
S01007552,360.00
S01007553,204.00
S01007554,70.00
S01007555,64.00
S01007556,126.00
S01007557,122.00
S01007558,306.00
S01007559,326.00
S01007560,284.00
S01007561,10.00
S01007562,40.00
S01007563,48.00
S01007564,8.00
S01007565,440.00
S01007566,93.00
S01007567,155.00
S01007568,21.00
S01007569,614.00
S01007570,164.00
S01007571,1.00
S01007572,116.00
S01007573,11.00
S01007574,316.00
S01007575,315.00
S01007576,78.00
S01007577,524.00
S01007578,420.00
S01007579,249.00
S01007580,377.00
S01007582,231.00
S01007584,622.00
S01007585,342.00
S01007586,93.00
S01007587,313.00
S01007588,199.00
S01007590,12.00
S01007591,48.00
S01007592,64.00
S01007593,77.00
S01007594,584.00
S01007595,156.00
S01007597,177.00
S01007598,25.00
S01007599,176.00
S01007600,228.00
S01007602,110.00
S01007603,13.00
S01007604,44.00
S01007605,21.00
S01007606,59.00
S01007607,147.00
S01007608,59.00
S01007609,20.00
S01007610,203.00
S01007611,97.00
S01007612,2123.00
S01007613,547.00
S01007614,509.00
S01007615,230.00
S01007616,163.00
S01007617,116.00
S01007618,290.00
S01007619,256.00
S01007620,109.00
S01007621,63.00
S01007622,702.00
S01007623,200.00
S01007624,13.00
S01007625,221.00
S01007626,74.00
S01007627,183.00
S01007628,336.00
S01007629,171.00
S01007630,437.00
S01007631,118.00
S01007632,169.00
S01007633,20.00
S01007634,162.00
S01007635,144.00
S01007636,185.00
S01007637,219.00
S01007638,97.00
S01007639,261.00
S01007640,42.00
S01007641,168.00
S01007642,31.00
S01007643,64.00
S01007644,8.00
S01007645,45.00
S01007646,233.00
S01007647,94.00
S01007648,174.00
S01007649,106.00
S01007650,400.00
S01007651,163.00
S01007652,66.00
S01007653,175.00
S01007654,78.00
S01007655,26.00
S01007656,142.00
S01007657,60.00
S01007658,253.00
S01007659,240.00
S01007660,21.00
S01007661,254.00
S01007662,53.00
S01007663,163.00
S01007665,81.00
S01007667,7.00
S01007668,93.00
S01007669,109.00
S01007670,16.00
S01007671,104.00
S01007672,131.00
S01007673,234.00
S01007674,39.00
S01007675,156.00
S01007676,98.00
S01007677,89.00
S01007678,148.00
S01007679,23.00
S01007680,355.00
S01007681,121.00
S01007682,928.00
S01007683,3.00
S01007684,2599.00
S01007685,483.00
S01007686,1020.00
S01007687,143.00
S01007689,15.00
S01007690,282.00
S01007691,3179.00
S01007692,1005.00
S01007693,201.00
S01007694,1013.00
S01007695,531.00
S01007696,429.00
S01007697,1091.00
S01007699,673.00
S01007700,217.00
S01007701,445.00
S01007702,673.00
S01007705,4293.00
S01007706,4845.00
S01007708,360.00
S01007709,2588.00
S01007710,3764.00
S01007711,1319.00
S01007712,2234.00
S01007714,1015.00
S01007715,822.00
S01007716,440.00
S01007717,856.00
S01007718,1164.00
S01007720,72.00
S01007721,567.00
S01007722,187.00
S01007723,690.00
S01007724,1309.00
S01007725,208.00
S01007726,187.00
S01007727,2266.00
S01007728,699.00
S01007729,469.00
S01007730,818.00
S01007731,214.00
S01007732,1097.00
S01007733,224.00
S01007734,1280.00
S01007735,763.00
S01007736,86.00
S01007737,1508.00
S01007738,1245.00
S01007739,214.00
S01007740,18.00
S01007741,735.00
S01007742,1227.00
S01007743,215.00
S01007744,209.00
S01007745,18.00
S01007746,567.00
S01007747,298.00
S01007748,1365.00
S01007750,774.00
S01007751,555.00
S01007752,744.00
S01007753,528.00
S01007754,579.00
S01007755,359.00
S01007756,713.00
S01007757,270.00
S01007758,720.00
S01007759,768.00
S01007760,257.00
S01007761,402.00
S01007762,12.00
S01007763,549.00
S01007764,159.00
S01007765,77.00
S01007766,395.00
S01007767,461.00
S01007768,18.00
S01007769,30.00
S01007770,24.00
S01007771,21.00
S01007772,785.00
S01007774,4.00
S01007775,456.00
S01007776,840.00
S01007777,193.00
S01007778,23.00
S01007779,1123.00
S01007780,14.00
S01007781,476.00
S01007782,830.00
S01007783,1156.00
S01007784,324.00
S01007785,901.00
S01007786,588.00
S01007787,224.00
S01007788,628.00
S01007789,466.00
S01007790,145.00
S01007791,472.00
S01007792,343.00
S01007793,304.00
S01007794,474.00
S01007795,458.00
S01007796,674.00
S01007797,24.00
S01007798,567.00
S01007800,845.00
S01007801,493.00
S01007802,12.00
S01007803,2682.00
S01007804,38.00
S01007805,942.00
S01007807,847.00
S01007808,814.00
S01007809,891.00
S01007810,1101.00
S01007811,745.00
S01007812,1022.00
S01007813,245.00
S01007814,505.00
S01007815,458.00
S01007816,780.00
S01007817,417.00
S01007818,421.00
S01007819,916.00
S01007820,834.00
S01007822,263.00
S01007823,832.00
S01007824,1116.00
S01007825,1027.00
S01007826,1670.00
S01007827,1481.00
S01007828,679.00
S01007829,2.00
S01007830,253.00
S01007831,907.00
S01007832,54.00
S01007833,484.00
S01007834,1079.00
S01007835,850.00
S01007836,45.00
S01007837,64.00
S01007838,569.00
S01007839,2637.00
S01007840,652.00
S01007841,767.00
S01007842,929.00
S01007843,2358.00
S01007844,995.00
S01007845,190.00
S01007846,1140.00
S01007847,296.00
S01007848,317.00
S01007849,1301.00
S01007850,36.00
S01007851,599.00
S01007853,784.00
S01007854,1937.00
S01007855,1774.00
S01007856,910.00
S01007857,241.00
S01007858,1434.00
S01007859,1210.00
S01007860,184.00
S01007861,713.00
S01007862,257.00
S01007863,812.00
S01007864,755.00
S01007865,1413.00
S01007866,134.00
S01007867,743.00
S01007868,421.00
S01007869,645.00
S01007870,462.00
S01007871,357.00
S01007872,154.00
S01007873,109.00
S01007874,291.00
S01007875,129.00
S01007876,138.00
S01007877,423.00
S01007878,387.00
S01007879,210.00
S01007880,420.00
S01007881,61.00
S01007882,219.00
S01007883,290.00
S01007885,339.00
S01007886,674.00
S01007887,322.00
S01007888,469.00
S01007889,99.00
S01007891,406.00
S01007893,331.00
S01007895,221.00
S01007896,108.00
S01007897,319.00
S01007898,199.00
S01007899,416.00
S01007900,288.00
S01007901,464.00
S01007902,244.00
S01007903,396.00
S01007904,171.00
S01007905,242.00
S01007906,231.00
S01007907,198.00
S01007908,560.00
S01007909,112.00
S01007910,18.00
S01007911,464.00
S01007912,32.00
S01007913,232.00
S01007914,30.00
S01007915,121.00
S01007916,154.00
S01007917,263.00
S01007918,561.00
S01007919,462.00
S01007921,198.00
S01007922,473.00
S01007923,1065.00
S01007924,412.00
S01007926,421.00
S01007927,521.00
S01007928,395.00
S01007929,244.00
S01007930,16.00
S01007931,32.00
S01007932,204.00
S01007933,161.00
S01007934,158.00
S01007935,847.00
S01007936,51.00
S01007937,118.00
S01007938,127.00
S01007939,102.00
S01007940,400.00
S01007942,400.00
S01007943,100.00
S01007944,426.00
S01007945,500.00
S01007946,300.00
S01007947,400.00
S01007948,300.00
S01007949,6.00
S01007951,163.00
S01007952,351.00
S01007954,84.00
S01007955,90.00
S01007956,114.00
S01007957,333.00
S01007958,190.00
S01007959,1139.00
S01007960,18.00
S01007961,931.00
S01007962,93.00
S01007963,372.00
S01007964,338.00
S01007965,194.00
S01007966,103.00
S01007968,303.00
S01007969,202.00
S01007970,204.00
S01007971,510.00
S01007972,254.00
S01007973,116.00
S01007974,1230.00
S01007975,1725.00
S01007976,385.00
S01007978,255.00
S01007979,962.00
S01007980,940.00
S01007981,308.00
S01007983,700.00
S01007984,514.00
S01007985,360.00
S01007986,100.00
S01007987,12.00
S01007988,280.00
S01007989,126.00
S01007990,162.00
S01007991,256.00
S01007992,8.00
S01007993,7.00
S01007994,26.00
S01007996,363.00
S01007997,242.00
S01007998,336.00
S01007999,10.00
S01008000,665.00
S01008001,282.00
S01008002,191.00
S01008004,42.00
S01008006,210.00
S01008007,389.00
S01008008,196.00
S01008009,646.00
S01008010,675.00
S01008011,1085.00
S01008012,4010.00
S01008013,918.00
S01008014,457.00
S01008015,31.00
S01008016,994.00
S01008018,249.00
S01008019,83.00
S01008022,50.00
S01008023,209.00
S01008024,54.00
S01008025,19.00
S01008026,1450.00
S01008027,717.00
S01008028,64.00
S01008029,1370.00
S01008030,191.00
S01008031,345.00
S01008032,48.00
S01008033,570.00
S01008034,597.00
S01008035,740.00
S01008037,493.00
S01008039,864.00
S01008040,372.00
S01008045,514.00
S01008046,343.00
S01008047,247.00
S01008049,224.00
S01008051,106.00
S01008052,642.00
S01008053,214.00
S01008054,576.00
S01008056,116.00
S01008058,1.00
S01008059,256.00
S01008060,345.00
S01008061,253.00
S01008062,117.00
S01008064,114.00
S01008066,114.00
S01008068,972.00
S01008072,42.00
S01008075,714.00
S01008076,946.00
S01008077,432.00
S01008078,128.00
S01008079,103.00
S01008080,599.00
S01008081,292.00
S01008084,151.00
S01008085,62.00
S01008086,1101.00
S01008087,296.00
S01008088,298.00
S01008089,218.00
S01008090,65.00
S01008092,189.00
S01008093,92.00
S01008094,1350.00
S01008096,900.00
S01008097,18.00
S01008099,37.00
S01008100,1378.00
S01008101,1013.00
S01008102,504.00
S01008103,10.00
S01008104,10.00
S01008105,1006.00
S01008106,1479.00
S01008107,628.00
S01008108,319.00
S01008109,314.00
S01008110,751.00
S01008111,10.00
S01008112,751.00
S01008113,2252.00
S01008114,1117.00
S01008115,576.00
S01008116,461.00
S01008117,425.00
S01008118,1043.00
S01008119,183.00
S01008120,700.00
S01008121,185.00
S01008122,315.00
S01008123,537.00
S01008125,380.00
S01008126,40.00
S01008127,50.00
S01008128,312.00
S01008129,344.00
S01008130,1310.00
S01008131,277.00
S01008132,411.00
S01008133,1156.00
S01008134,928.00
S01008135,731.00
S01008136,822.00
S01008137,904.00
S01008138,533.00
S01008139,247.00
S01008140,464.00
S01008141,90.00
S01008142,263.00
S01008143,330.00
S01008144,147.00
S01008145,1072.00
S01008146,396.00
S01008147,1047.00
S01008148,152.00
S01008149,587.00
S01008150,682.00
S01008151,612.00
S01008152,647.00
S01008153,101.00
S01008154,202.00
S01008156,542.00
S01008157,355.00
S01008158,56.00
S01008159,324.00
S01008160,108.00
S01008161,353.00
S01008162,411.00
S01008163,96.00
S01008164,921.00
S01008165,320.00
S01008167,488.00
S01008168,1179.00
S01008169,2102.00
S01008170,86.00
S01008171,556.00
S01008172,215.00
S01008173,1230.00
S01008174,215.00
S01008175,724.00
S01008176,1122.00
S01008177,504.00
S01008178,203.00
S01008179,215.00
S01008180,1241.00
S01008181,1718.00
S01008182,1154.00
S01008184,2356.00
S01008185,555.00
S01008186,840.00
S01008188,1307.00
S01008189,332.00
S01008191,996.00
S01008192,2996.00
S01008193,872.00
S01008194,804.00
S01008195,994.00
S01008196,776.00
S01008197,100.00
S01008198,186.00
S01008199,187.00
S01008200,708.00
S01008201,449.00
S01008202,95.00
S01008203,766.00
S01008204,692.00
S01008205,419.00
S01008206,648.00
S01008208,36.00
S01008209,128.00
S01008210,558.00
S01008211,834.00
S01008214,972.00
S01008217,667.00
S01008218,4625.00
S01008219,837.00
S01008221,826.00
S01008222,108.00
S01008223,384.00
S01008224,673.00
S01008225,288.00
S01008226,216.00
S01008227,92.00
S01008228,822.00
S01008229,32.00
S01008230,80.00
S01008232,240.00
S01008233,284.00
S01008234,10.00
S01008235,660.00
S01008236,538.00
S01008237,134.00
S01008238,202.00
S01008239,1222.00
S01008240,348.00
S01008242,316.00
S01008243,476.00
S01008244,476.00
S01008245,570.00
S01008246,461.00
S01008247,174.00
S01008248,76.00
S01008249,104.00
S01008250,1925.00
S01008251,769.00
S01008252,419.00
S01008253,303.00
S01008254,125.00
S01008255,268.00
S01008256,391.00
S01008257,1169.00
S01008258,18.00
S01008259,64.00
S01008260,161.00
S01008261,116.00
S01008262,158.00
S01008263,258.00
S01008265,228.00
S01008266,44.00
S01008267,792.00
S01008268,292.00
S01008269,218.00
S01008270,245.00
S01008271,357.00
S01008272,241.00
S01008273,422.00
S01008274,361.00
S01008275,355.00
S01008276,304.00
S01008277,958.00
S01008278,489.00
S01008279,21.00
S01008280,607.00
S01008281,378.00
S01008282,255.00
S01008283,85.00
S01008284,631.00
S01008285,222.00
S01008286,111.00
S01008287,450.00
S01008288,229.00
S01008290,477.00
S01008291,255.00
S01008292,343.00
S01008293,46.00
S01008294,177.00
S01008295,194.00
S01008296,219.00
S01008298,379.00
S01008299,457.00
S01008300,342.00
S01008301,388.00
S01008302,80.00
S01008303,593.00
S01008305,187.00
S01008306,192.00
S01008308,781.00
S01008309,635.00
S01008310,916.00
S01008311,352.00
S01008312,364.00
S01008313,115.00
S01008314,491.00
S01008315,1603.00
S01008316,97.00
S01008317,681.00
S01008318,661.00
S01008322,216.00
S01008323,224.00
S01008324,182.00
S01008325,591.00
S01008326,911.00
S01008327,821.00
S01008328,595.00
S01008329,157.00
S01008330,157.00
S01008331,314.00
S01008332,771.00
S01008333,607.00
S01008334,39.00
S01008335,428.00
S01008336,567.00
S01008337,112.00
S01008339,162.00
S01008340,152.00
S01008341,314.00
S01008342,76.00
S01008343,385.00
S01008344,290.00
S01008345,432.00
S01008346,684.00
S01008347,125.00
S01008348,23.00
S01008349,46.00
S01008350,123.00
S01008351,479.00
S01008352,530.00
S01008354,514.00
S01008355,417.00
S01008357,93.00
S01008358,476.00
S01008359,93.00
S01008360,759.00
S01008361,294.00
S01008362,35.00
S01008363,317.00
S01008365,449.00
S01008366,87.00
S01008367,618.00
S01008369,919.00
S01008370,1553.00
S01008371,474.00
S01008374,352.00
S01008375,95.00
S01008376,301.00
S01008377,1278.00
S01008378,1478.00
S01008380,228.00
S01008383,69.00
S01008385,1563.00
S01008386,508.00
S01008389,1034.00
S01008391,508.00
S01008392,2068.00
S01008393,1034.00
S01008394,526.00
S01008399,306.00
S01008401,612.00
S01008402,570.00
S01008404,536.00
S01008405,393.00
S01008406,1005.00
S01008407,655.00
S01008408,430.00
S01008409,1699.00
S01008410,1140.00
S01008411,69.00
S01008412,365.00
S01008413,59.00
S01008414,244.00
S01008415,504.00
S01008416,839.00
S01008417,266.00
S01008418,517.00
S01008420,118.00
S01008421,236.00
S01008422,517.00
S01008423,482.00
S01008424,384.00
S01008425,3311.00
S01008428,369.00
S01008429,118.00
S01008430,1639.00
S01008433,180.00
S01008434,361.00
S01008435,223.00
S01008436,502.00
S01008437,753.00
S01008438,104.00
S01008439,192.00
S01008440,44.00
S01008441,312.00
S01008442,283.00
S01008443,892.00
S01008444,558.00
S01008445,772.00
S01008446,1469.00
S01008447,532.00
S01008448,1579.00
S01008449,1076.00
S01008450,801.00
S01008451,1468.00
S01008452,425.00
S01008454,180.00
S01008455,433.00
S01008457,643.00
S01008458,931.00
S01008459,2601.00
S01008461,669.00
S01008462,749.00
S01008463,1073.00
S01008464,1497.00
S01008465,188.00
S01008466,673.00
S01008468,3692.00
S01008469,1178.00
S01008471,910.00
S01008472,1208.00
S01008474,616.00
S01008475,920.00
S01008476,941.00
S01008478,6098.00
S01008481,4612.00
S01008482,297.00
S01008485,297.00
S01008486,1531.00
S01008487,216.00
S01008488,1586.00
S01008489,565.00
S01008490,384.00
S01008491,793.00
S01008492,53.00
S01008493,1966.00
S01008494,3075.00
S01008495,1045.00
S01008497,911.00
S01008498,2339.00
S01008499,619.00
S01008502,151.00
S01008503,818.00
S01008506,542.00
S01008507,800.00
S01008508,593.00
S01008509,580.00
S01008510,1390.00
S01008511,2743.00
S01008512,118.00
S01008513,275.00
S01008514,663.00
S01008515,363.00
S01008516,756.00
S01008517,1377.00
S01008518,40.00
S01008519,1024.00
S01008520,645.00
S01008521,1953.00
S01008522,310.00
S01008523,458.00
S01008524,964.00
S01008525,702.00
S01008526,932.00
S01008527,219.00
S01008528,219.00
S01008529,593.00
S01008530,975.00
S01008531,482.00
S01008533,2178.00
S01008534,410.00
S01008535,410.00
S01008536,611.00
S01008537,121.00
S01008538,397.00
S01008540,768.00
S01008542,1152.00
S01008545,1295.00
S01008546,592.00
S01008547,284.00
S01008548,394.00
S01008549,3145.00
S01008550,228.00
S01008551,340.00
S01008552,1624.00
S01008553,1535.00
S01008554,363.00
S01008555,284.00
S01008557,1842.00
S01008558,306.00
S01008559,349.00
S01008560,420.00
S01008561,633.00
S01008562,929.00
S01008563,1550.00
S01008564,1016.00
S01008565,398.00
S01008566,199.00
S01008568,2479.00
S01008570,228.00
S01008571,1250.00
S01008572,678.00
S01008573,686.00
S01008575,408.00
S01008576,953.00
S01008577,2060.00
S01008578,1198.00
S01008579,1559.00
S01008580,319.00
S01008581,903.00
S01008582,272.00
S01008583,630.00
S01008584,304.00
S01008585,622.00
S01008586,304.00
S01008587,4793.00
S01008588,645.00
S01008590,392.00
S01008591,196.00
S01008592,398.00
S01008593,379.00
S01008594,3898.00
S01008595,1551.00
S01008596,1493.00
S01008597,770.00
S01008598,826.00
S01008599,2063.00
S01008600,2205.00
S01008601,1415.00
S01008603,340.00
S01008604,2590.00
S01008605,123.00
S01008606,53.00
S01008607,310.00
S01008608,629.00
S01008609,372.00
S01008610,920.00
S01008611,431.00
S01008612,99.00
S01008613,178.00
S01008614,82.00
S01008615,194.00
S01008616,457.00
S01008617,168.00
S01008618,73.00
S01008620,82.00
S01008621,73.00
S01008623,301.00
S01008624,190.00
S01008625,253.00
S01008626,890.00
S01008627,748.00
S01008630,1131.00
S01008632,53.00
S01008633,155.00
S01008635,928.00
S01008636,1621.00
S01008637,1268.00
S01008638,440.00
S01008639,189.00
S01008640,424.00
S01008641,424.00
S01008642,189.00
S01008644,593.00
S01008645,391.00
S01008646,202.00
S01008647,401.00
S01008648,818.00
S01008651,1829.00
S01008652,985.00
S01008653,1933.00
S01008655,1895.00
S01008657,845.00
S01008659,2369.00
S01008660,6070.00
S01008661,704.00
S01008662,548.00
S01008663,155.00
S01008664,928.00
S01008665,1892.00
S01008666,561.00
S01008667,813.00
S01008668,1916.00
S01008669,706.00
S01008670,2817.00
S01008672,2760.00
S01008673,1397.00
S01008674,1278.00
S01008675,183.00
S01008676,7281.00
S01008677,14493.00
S01008678,762.00
S01008679,2859.00
S01008680,3199.00
S01008681,332.00
S01008682,116.00
S01008685,427.00
S01008686,1181.00
S01008688,629.00
S01008689,163.00
S01008690,1725.00
S01008691,2848.00
S01008692,268.00
S01008693,175.00
S01008694,688.00
S01008695,847.00
S01008697,700.00
S01008698,463.00
S01008700,514.00
S01008701,1605.00
S01008702,1995.00
S01008703,399.00
S01008704,7775.00
S01008705,374.00
S01008706,467.00
S01008707,659.00
S01008708,1337.00
S01008709,956.00
S01008710,956.00
S01008711,1791.00
S01008712,1934.00
S01008714,1046.00
S01008715,272.00
S01008716,254.00
S01008717,1831.00
S01008718,818.00
S01008719,816.00
S01008720,3524.00
S01008722,3009.00
S01008723,165.00
S01008724,479.00
S01008725,888.00
S01008727,888.00
S01008728,888.00
S01008729,425.00
S01008731,424.00
S01008732,1314.00
S01008733,1083.00
S01008734,798.00
S01008735,1944.00
S01008736,411.00
S01008737,819.00
S01008738,457.00
S01008739,105.00
S01008740,97.00
S01008741,404.00
S01008742,1610.00
S01008743,1255.00
S01008744,483.00
S01008745,658.00
S01008746,1516.00
S01008747,684.00
S01008748,608.00
S01008749,1846.00
S01008750,907.00
S01008751,388.00
S01008752,1950.00
S01008753,1236.00
S01008754,437.00
S01008755,305.00
S01008756,1141.00
S01008757,349.00
S01008758,1395.00
S01008759,384.00
S01008760,837.00
S01008761,194.00
S01008762,366.00
S01008763,422.00
S01008764,376.00
S01008765,243.00
S01008766,320.00
S01008768,735.00
S01008769,3511.00
S01008770,592.00
S01008771,378.00
S01008772,297.00
S01008773,1047.00
S01008774,356.00
S01008775,342.00
S01008776,514.00
S01008777,1461.00
S01008778,1628.00
S01008785,407.00
S01008786,2804.00
S01008788,1041.00
S01008789,1313.00
S01008790,456.00
S01008791,866.00
S01008792,1767.00
S01008793,1252.00
S01008794,1036.00
S01008795,1052.00
S01008797,751.00
S01008798,1113.00
S01008799,250.00
S01008801,1036.00
S01008803,15.00
S01008805,1943.00
S01008808,28.00
S01008809,5941.00
S01008811,2425.00
S01008814,32.00
S01008815,534.00
S01008816,267.00
S01008817,272.00
S01008818,484.00
S01008819,303.00
S01008820,845.00
S01008821,327.00
S01008822,1060.00
S01008823,1913.00
S01008824,297.00
S01008825,233.00
S01008826,948.00
S01008827,457.00
S01008828,937.00
S01008829,781.00
S01008830,626.00
S01008831,552.00
S01008832,680.00
S01008833,1245.00
S01008834,1965.00
S01008835,442.00
S01008836,369.00
S01008837,169.00
S01008838,436.00
S01008839,103.00
S01008841,31.00
S01008842,40.00
S01008843,47.00
S01008845,286.00
S01008846,190.00
S01008847,114.00
S01008849,2447.00
S01008850,581.00
S01008851,946.00
S01008852,528.00
S01008853,161.00
S01008854,201.00
S01008855,700.00
S01008856,137.00
S01008857,786.00
S01008859,275.00
S01008860,420.00
S01008861,80.00
S01008862,83.00
S01008863,377.00
S01008864,2667.00
S01008865,320.00
S01008867,1770.00
S01008868,4716.00
S01008869,1096.00
S01008870,93.00
S01008871,975.00
S01008872,1572.00
S01008873,1920.00
S01008875,146.00
S01008877,161.00
S01008878,672.00
S01008879,146.00
S01008880,459.00
S01008881,2733.00
S01008882,1334.00
S01008883,371.00
S01008884,583.00
S01008885,623.00
S01008886,641.00
S01008887,1239.00
S01008889,2308.00
S01008890,1212.00
S01008891,435.00
S01008892,562.00
S01008893,1301.00
S01008894,136.00
S01008895,94.00
S01008896,15.00
S01008897,422.00
S01008898,639.00
S01008899,404.00
S01008900,244.00
S01008901,464.00
S01008902,910.00
S01008903,131.00
S01008904,2079.00
S01008905,940.00
S01008908,1374.00
S01008909,428.00
S01008911,1376.00
S01008912,452.00
S01008914,617.00
S01008915,190.00
S01008916,346.00
S01008917,1429.00
S01008918,87.00
S01008919,173.00
S01008920,1828.00
S01008921,1410.00
S01008922,577.00
S01008923,512.00
S01008924,894.00
S01008925,242.00
S01008926,1340.00
S01008928,5490.00
S01008929,1748.00
S01008930,920.00
S01008931,1306.00
S01008932,206.00
S01008934,367.00
S01008935,353.00
S01008936,394.00
S01008937,1414.00
S01008938,261.00
S01008939,628.00
S01008940,1286.00
